-90425 1.77885e-07
-89300 1.77885e-07
-88850 1.77885e-07
-86600 1.77885e-07
-85250 1.77885e-07
-84800 3.55769e-07
-84125 1.77885e-07
-82100 1.77885e-07
-81875 1.77885e-07
-81650 3.55769e-07
-81425 1.77885e-07
-81200 3.55769e-07
-80750 1.77885e-07
-80525 3.55769e-07
-80300 1.77885e-07
-79850 3.55769e-07
-79625 1.77885e-07
-79400 1.77885e-07
-79175 3.55769e-07
-78950 1.77885e-07
-78725 1.77885e-07
-78500 1.77885e-07
-78275 1.77885e-07
-78050 3.55769e-07
-77825 7.11538e-07
-77600 1.77885e-07
-77375 1.77885e-07
-77150 3.55769e-07
-76925 3.55769e-07
-76700 5.33654e-07
-76475 8.89423e-07
-76250 3.55769e-07
-76025 8.89423e-07
-75800 7.11538e-07
-75575 1.77885e-07
-75350 3.55769e-07
-75125 1.77885e-07
-74900 7.11538e-07
-74675 5.33654e-07
-74450 8.89423e-07
-74225 8.89423e-07
-74000 1.06731e-06
-73775 1.24519e-06
-73550 1.24519e-06
-73325 1.06731e-06
-73100 7.11538e-07
-72875 1.24519e-06
-72650 1.06731e-06
-72425 1.24519e-06
-72200 1.06731e-06
-71975 8.89423e-07
-71750 1.06731e-06
-71525 1.60096e-06
-71300 1.95673e-06
-71075 1.24519e-06
-70850 2.13461e-06
-70625 1.24519e-06
-70400 1.06731e-06
-70175 1.60096e-06
-69950 3.02404e-06
-69725 2.3125e-06
-69500 3.20192e-06
-69275 3.55769e-06
-69050 1.77885e-06
-68825 1.95673e-06
-68600 2.49038e-06
-68375 2.49038e-06
-68150 3.55769e-06
-67925 4.09134e-06
-67700 2.49038e-06
-67475 2.66827e-06
-67250 2.49038e-06
-67025 2.66827e-06
-66800 4.09134e-06
-66575 5.15865e-06
-66350 3.91346e-06
-66125 5.6923e-06
-65900 4.44711e-06
-65675 4.625e-06
-65450 4.44711e-06
-65225 6.9375e-06
-65000 7.11538e-06
-64775 6.75961e-06
-64550 5.87019e-06
-64325 7.64903e-06
-64100 7.82692e-06
-63875 7.82692e-06
-63650 8.0048e-06
-63425 7.29326e-06
-63200 9.42788e-06
-62975 1.0851e-05
-62750 8.18269e-06
-62525 8.0048e-06
-62300 9.07211e-06
-62075 9.07211e-06
-61850 7.47115e-06
-61625 1.13846e-05
-61400 1.04952e-05
-61175 1.0851e-05
-60950 1.20961e-05
-60725 1.2274e-05
-60500 1.20961e-05
-60275 1.29856e-05
-60050 1.49423e-05
-59825 1.24519e-05
-59600 1.6899e-05
-59375 1.47644e-05
-59150 1.26298e-05
-58925 1.85e-05
-58700 1.49423e-05
-58475 1.88558e-05
-58250 1.99231e-05
-58025 1.77885e-05
-57800 1.74327e-05
-57575 1.93894e-05
-57350 2.06346e-05
-57125 2.04567e-05
-56900 1.92115e-05
-56675 2.17019e-05
-56450 2.29471e-05
-56225 2.43702e-05
-56000 2.27692e-05
-55775 2.40144e-05
-55550 2.43702e-05
-55325 2.63269e-05
-55100 2.75721e-05
-54875 2.73942e-05
-54650 2.81058e-05
-54425 2.75721e-05
-54200 3.00625e-05
-53975 2.98846e-05
-53750 2.81058e-05
-53525 3.02404e-05
-53300 3.30865e-05
-53075 3.04183e-05
-52850 3.34423e-05
-52625 3.34423e-05
-52400 3.39759e-05
-52175 3.25529e-05
-51950 3.25529e-05
-51725 3.39759e-05
-51500 3.73557e-05
-51275 3.7e-05
-51050 3.14856e-05
-50825 3.5399e-05
-50600 4.19807e-05
-50375 3.86009e-05
-50150 4.14471e-05
-49925 3.93125e-05
-49700 4.37596e-05
-49475 4.34038e-05
-49250 3.91346e-05
-49025 3.80673e-05
-48800 3.96682e-05
-48575 4.14471e-05
-48350 4.10913e-05
-48125 4.14471e-05
-47900 4.67836e-05
-47675 4.64279e-05
-47450 4.53605e-05
-47225 4.87404e-05
-47000 4.74952e-05
-46775 4.66057e-05
-46550 4.30481e-05
-46325 4.55384e-05
-46100 4.73173e-05
-45875 4.42932e-05
-45650 4.09134e-05
-45425 4.7673e-05
-45200 4.60721e-05
-44975 4.1625e-05
-44750 5.05192e-05
-44525 4.67836e-05
-44300 4.55384e-05
-44075 4.74952e-05
-43850 4.25144e-05
-43625 4.66057e-05
-43400 3.77115e-05
-43175 4.18029e-05
-42950 4.55384e-05
-42725 4.41154e-05
-42500 3.91346e-05
-42275 4.4649e-05
-42050 4.35817e-05
-41825 4.05577e-05
-41600 3.98461e-05
-41375 3.84231e-05
-41150 3.43317e-05
-40925 4.57163e-05
-40700 3.84231e-05
-40475 3.84231e-05
-40250 3.18413e-05
-40025 3.77115e-05
-39800 3.75336e-05
-39575 3.68221e-05
-39350 3.36202e-05
-39125 4.03798e-05
-38900 3.48654e-05
-38675 2.97067e-05
-38450 2.93509e-05
-38225 2.70384e-05
-38000 2.91731e-05
-37775 2.81058e-05
-37550 3.11298e-05
-37325 2.65048e-05
-37100 2.36586e-05
-36875 3.11298e-05
-36650 2.56154e-05
-36425 2.72163e-05
-36200 2.36586e-05
-35975 1.97452e-05
-35750 1.92115e-05
-35525 2.41923e-05
-35300 2.22356e-05
-35075 1.88558e-05
-34850 1.67211e-05
-34625 2.04567e-05
-34400 1.97452e-05
-34175 1.47644e-05
-33950 1.76106e-05
-33725 1.65433e-05
-33500 1.65433e-05
-33275 1.49423e-05
-33050 1.20961e-05
-32825 1.26298e-05
-32600 1.52981e-05
-32375 1.33413e-05
-32150 1.29856e-05
-31925 1.3875e-05
-31700 8.89423e-06
-31475 1.0851e-05
-31250 1.19183e-05
-31025 8.36057e-06
-30800 8.0048e-06
-30575 6.04807e-06
-30350 8.36057e-06
-30125 9.24999e-06
-29900 5.87019e-06
-29675 7.29326e-06
-29450 5.87019e-06
-29225 7.11538e-06
-29000 6.22596e-06
-28775 4.80288e-06
-28550 5.51442e-06
-28325 4.26923e-06
-28100 4.44711e-06
-27875 5.51442e-06
-27650 3.20192e-06
-27425 4.09134e-06
-27200 4.09134e-06
-26975 3.55769e-06
-26750 3.73557e-06
-26525 2.13461e-06
-26300 1.95673e-06
-26075 3.02404e-06
-25850 2.84615e-06
-25625 1.77885e-06
-25400 1.95673e-06
-25175 7.11538e-07
-24950 1.24519e-06
-24725 8.89423e-07
-24500 1.77885e-06
-24275 1.95673e-06
-24050 1.60096e-06
-23825 1.42308e-06
-23600 7.11538e-07
-23375 1.42308e-06
-23150 1.06731e-06
-22925 1.06731e-06
-22700 1.60096e-06
-22475 7.11538e-07
-22250 1.77885e-07
-22025 8.89423e-07
-21800 7.11538e-07
-21575 3.55769e-07
-21350 7.11538e-07
-21125 5.33654e-07
-20900 1.77885e-07
-20675 3.55769e-07
-20450 5.33654e-07
-20225 1.77885e-07
